434, 449, 29, 15
435, 1445, 64, 4
436, 203, 97, 5
437, 1630, 81, 3
438, 798, 69, 1
439, 1311, 35, 11
440, 1593, 21, 10
441, 627, 45, 9
442, 506, 37, 14
443, 1790, 3, 1
444, 1216, 69, 7
445, 605, 61, 4
446, 829, 65, 2
447, 1588, 45, 9
448, 1709, 33, 9
449, 1796, 59, 12
450, 1974, 97, 14
451, 745, 46, 13
452, 1865, 21, 10
453, 547, 10, 1
454, 115, 38, 5
455, 1883, 85, 11
456, 1430, 63, 7
457, 1173, 39, 15
458, 352, 67, 5
459, 1684, 21, 11
460, 1496, 69, 11
461, 340, 90, 6
462, 1054, 79, 6
463, 989, 71, 5
464, 573, 27, 10
465, 111, 1, 9
466, 1145, 34, 9
467, 1739, 38, 4
468, 249, 75, 1
469, 536, 88, 9
470, 508, 69, 8
471, 1927, 99, 14
472, 1770, 9, 8
473, 1730, 64, 12
474, 1300, 79, 10
475, 57, 55, 7
476, 1323, 34, 5
477, 1933, 66, 11
478, 865, 56, 12
479, 1111, 60, 10
480, 1866, 70, 5
481, 1281, 32, 12
482, 1502, 73, 14
483, 445, 24, 4
484, 1096, 68, 8
485, 795, 16, 9
486, 1553, 65, 12
487, 150, 26, 3
488, 854, 53, 10
489, 1933, 67, 3
490, 1805, 30, 8
491, 1245, 92, 3
492, 787, 61, 2
493, 560, 66, 8
494, 370, 98, 9
495, 672, 95, 8
496, 1268, 5, 1
497, 896, 95, 9
498, 1441, 8, 3
499, 1939, 2, 5
500, 1661, 35, 14
501, 43, 14, 15
502, 1246, 95, 8
503, 839, 92, 3
504, 550, 7, 14
505, 760, 72, 13
506, 1183, 88, 12
507, 1141, 66, 4
508, 303, 4, 8
509, 1403, 96, 6
510, 1978, 32, 2
511, 1094, 50, 7
512, 1585, 4, 3
513, 94, 41, 2
514, 1986, 55, 8
515, 1572, 3, 10
516, 1409, 52, 7
517, 599, 89, 1
518, 1736, 20, 3
519, 1672, 23, 8
520, 1926, 6, 1
521, 1991, 45, 3
522, 1928, 28, 8
523, 1213, 41, 14
524, 1338, 60, 13
525, 563, 50, 15
526, 1098, 74, 3
527, 1927, 67, 7
528, 1797, 38, 15
529, 618, 67, 3
530, 1181, 62, 8
531, 1614, 14, 12
532, 283, 64, 10
533, 1225, 69, 10
534, 854, 71, 6
535, 1609, 55, 6
536, 1544, 11, 4
537, 771, 43, 15
538, 23, 48, 10
539, 1944, 91, 10
540, 9, 44, 14
541, 6, 89, 2
542, 1808, 73, 2
543, 1415, 33, 8
544, 1314, 33, 15
545, 1186, 97, 13
546, 530, 76, 9
547, 1692, 47, 6
548, 1542, 55, 8
549, 1849, 83, 4
550, 1677, 15, 13
551, 1893, 82, 6
552, 1456, 31, 9
553, 1681, 25, 14
554, 1339, 98, 11
555, 407, 23, 6
556, 1643, 64, 2
557, 49, 94, 10
558, 259, 73, 3
559, 1668, 96, 14
560, 1894, 71, 7
561, 179, 67, 4
562, 775, 7, 14
563, 1931, 32, 3
564, 575, 81, 9
565, 52, 12, 12
566, 273, 32, 5
567, 665, 51, 8
568, 1612, 89, 11
569, 342, 41, 1
570, 1908, 74, 9
571, 770, 4, 9
572, 1052, 98, 9
573, 275, 94, 8
574, 129, 36, 8
575, 324, 19, 4
576, 1543, 53, 2
577, 835, 6, 3
578, 1496, 9, 14
579, 1861, 51, 15
580, 136, 87, 13
581, 261, 75, 13
582, 1795, 89, 3
583, 1764, 59, 4
584, 130, 5, 6
585, 924, 3, 2
586, 1693, 15, 12
587, 4, 51, 3
588, 1169, 8, 10
589, 1577, 25, 5
590, 1776, 22, 2
591, 1200, 86, 2
592, 1751, 92, 5
593, 76, 7, 14
594, 1368, 25, 11
595, 196, 90, 12
596, 1484, 78, 10
597, 92, 66, 13
598, 1394, 72, 3
599, 1956, 15, 1
600, 730, 88, 10
601, 1674, 99, 11
602, 746, 44, 15
603, 1216, 23, 11
604, 1600, 48, 4
605, 29, 1, 4
606, 145, 27, 1
607, 1365, 19, 13
608, 496, 48, 15
609, 1197, 2, 15
610, 1471, 77, 6
611, 1893, 67, 1
612, 881, 23, 9
613, 1081, 20, 11
614, 85, 50, 6
615, 1948, 6, 15
616, 636, 10, 10
617, 1240, 76, 2
618, 344, 45, 5
619, 454, 10, 11
620, 1183, 2, 9
621, 139, 45, 6
622, 811, 73, 12
623, 104, 84, 1
624, 129, 17, 6
625, 706, 37, 11
626, 9, 31, 6
627, 1876, 78, 1
628, 597, 100, 4
629, 1361, 55, 10
630, 1253, 27, 5
631, 193, 49, 2
632, 1548, 74, 1
633, 1921, 100, 11
634, 787, 12, 15
635, 1693, 38, 10
636, 1945, 5, 13
637, 623, 39, 13
638, 1022, 12, 2
639, 1546, 41, 7
640, 778, 50, 14
641, 1495, 66, 10
642, 1044, 87, 13
643, 592, 61, 6
644, 157, 61, 4
645, 1961, 4, 13
646, 1676, 90, 8
647, 83, 50, 6
648, 1860, 46, 4
649, 662, 59, 3
650, 844, 13, 3
651, 1681, 81, 9
652, 1507, 14, 1
653, 970, 17, 7
654, 226, 54, 8
655, 74, 9, 15
656, 191, 80, 12
657, 1031, 74, 13
658, 1381, 92, 3
659, 1933, 75, 15
660, 50, 3, 6
661, 1436, 64, 10
662, 1994, 26, 2
663, 518, 83, 1
664, 99, 20, 4
665, 1625, 27, 9
666, 1399, 65, 3
667, 542, 99, 1
668, 602, 26, 1
669, 1711, 93, 5
670, 790, 44, 3
671, 195, 50, 3
672, 1784, 100, 8
673, 1785, 60, 9
674, 1829, 25, 6
675, 835, 68, 2
676, 175, 31, 14
677, 1487, 76, 12
678, 1315, 18, 7
679, 1990, 3, 6
680, 1423, 8, 11
681, 1867, 1, 10
682, 1638, 30, 15
683, 393, 64, 11
684, 1153, 90, 7
685, 291, 38, 7
686, 579, 85, 15
687, 352, 14, 4
688, 1364, 21, 4
689, 235, 4, 13
690, 1593, 74, 8
691, 757, 90, 10
692, 1037, 22, 12
693, 866, 14, 12
694, 1497, 10, 1
695, 917, 75, 11
696, 647, 45, 4
697, 1131, 63, 5
698, 366, 75, 8
699, 429, 28, 12
700, 512, 84, 1
701, 165, 64, 15
702, 1859, 82, 5
703, 163, 31, 4
704, 334, 74, 11
705, 1883, 62, 9
706, 1484, 85, 3
707, 1495, 38, 13
708, 1956, 34, 13
709, 1048, 96, 14
710, 1438, 29, 4
711, 1268, 85, 14
712, 389, 75, 13
713, 1544, 71, 15
714, 93, 40, 13
715, 125, 81, 11
716, 779, 39, 4
717, 461, 79, 8
718, 735, 53, 13
719, 1541, 66, 9
720, 1660, 78, 9
721, 1923, 70, 13
722, 1809, 65, 9
723, 870, 28, 11
724, 306, 69, 14
725, 1352, 93, 11
726, 1233, 29, 9
727, 519, 51, 6
728, 735, 84, 2
729, 1495, 8, 9
730, 1882, 29, 12
731, 739, 1, 11
732, 182, 97, 6
733, 1843, 77, 2
734, 1381, 73, 15
735, 161, 12, 15
736, 89, 25, 15
737, 1546, 47, 4
738, 942, 72, 6
739, 548, 46, 3
740, 18, 4, 1
741, 909, 83, 4
742, 387, 99, 4
743, 630, 12, 1
744, 728, 78, 10
745, 749, 13, 11
746, 1035, 17, 4
747, 1870, 10, 9
748, 76, 71, 13
749, 761, 10, 2
750, 1678, 55, 14
751, 77, 19, 10
752, 1775, 4, 4
753, 87, 82, 1
754, 1834, 30, 4
755, 1371, 98, 11
756, 66, 25, 14
757, 1410, 13, 7
758, 1469, 39, 8
759, 1355, 82, 8
760, 1829, 93, 5
761, 1302, 69, 1
762, 1005, 99, 4
763, 476, 48, 6
764, 900, 89, 15
765, 1674, 40, 4
766, 422, 13, 15
767, 238, 13, 10
768, 1195, 41, 2
769, 1250, 17, 12
770, 1229, 73, 10
771, 1858, 20, 4
772, 652, 78, 5
773, 1462, 52, 4
774, 332, 13, 14
775, 505, 6, 1
776, 56, 19, 13
777, 952, 65, 15
778, 1046, 38, 13
779, 771, 15, 4
780, 1821, 39, 9
781, 965, 97, 14
782, 672, 45, 2
783, 392, 13, 11
784, 617, 53, 1
785, 348, 12, 15
786, 1116, 35, 7
787, 499, 40, 8
788, 1656, 30, 4
789, 1343, 67, 15
790, 694, 49, 11
791, 1908, 48, 7
792, 1603, 90, 6
793, 1921, 19, 10
794, 1728, 73, 2
795, 598, 4, 7
796, 693, 48, 15
797, 1989, 87, 2
798, 301, 48, 15
799, 134, 38, 14
800, 1555, 27, 14
801, 95, 20, 6
802, 846, 37, 15
803, 1107, 86, 5
804, 313, 50, 4
805, 1567, 15, 4
806, 747, 7, 9
807, 1594, 89, 7
808, 135, 31, 1
809, 1947, 4, 3
810, 497, 51, 4
811, 380, 37, 10
812, 1708, 97, 3
813, 968, 36, 7
814, 573, 17, 10
815, 240, 82, 2
816, 112, 48, 7
817, 1862, 40, 11
818, 957, 77, 1
819, 479, 35, 8
820, 1698, 22, 2
821, 745, 34, 5
822, 1617, 8, 7
823, 1666, 48, 15
824, 496, 27, 14
825, 65, 90, 3
826, 546, 94, 14
827, 820, 36, 6
828, 1552, 44, 9
829, 574, 88, 11
830, 132, 2, 9
831, 1814, 19, 7
832, 377, 10, 15
833, 90, 67, 12
834, 1965, 58, 3
835, 337, 41, 7
836, 1883, 100, 8
837, 341, 88, 15
838, 1990, 63, 2
839, 720, 92, 5
840, 1890, 24, 13
841, 1577, 84, 2
842, 1344, 12, 7
843, 638, 87, 11
844, 1717, 47, 13
845, 216, 82, 1
846, 1237, 29, 15
847, 49, 95, 11
848, 67, 50, 4
849, 1449, 73, 3
850, 1787, 21, 4
851, 1118, 98, 15
852, 1410, 25, 12
853, 1197, 43, 5
854, 1706, 41, 4
855, 1785, 98, 4
856, 1990, 37, 4
857, 505, 23, 9
858, 939, 29, 8
859, 19, 62, 12
860, 399, 13, 10
861, 1745, 97, 14
862, 722, 74, 5
863, 1677, 65, 3
864, 506, 15, 9
865, 201, 79, 2
866, 937, 97, 9
867, 1010, 69, 5
868, 298, 54, 2
869, 1962, 30, 11
870, 825, 40, 1
871, 365, 14, 9
872, 1062, 84, 4
873, 1794, 57, 11
874, 1150, 58, 15
875, 1377, 10, 11
876, 1445, 15, 13
877, 1718, 62, 6
878, 678, 81, 15
879, 397, 55, 9
880, 1440, 43, 7
881, 807, 79, 8
882, 435, 33, 3
883, 790, 56, 7
884, 1910, 62, 4
885, 554, 47, 15
886, 582, 71, 13
887, 405, 1, 10
888, 1881, 43, 9
889, 1753, 71, 5
890, 1393, 56, 15
891, 1546, 99, 10
892, 1819, 16, 5
893, 85, 40, 11
894, 755, 74, 5
895, 343, 32, 4
896, 1911, 2, 10
897, 6, 81, 14
898, 299, 30, 14
899, 1590, 4, 2
900, 682, 28, 6
901, 545, 55, 2
902, 201, 20, 15
903, 210, 8, 10
904, 1553, 73, 2
905, 1092, 77, 1
906, 1749, 51, 7
907, 1220, 100, 12
908, 1422, 33, 2
909, 1305, 16, 3
910, 1389, 61, 7
911, 1219, 56, 4
912, 795, 91, 9
913, 966, 66, 3
914, 207, 7, 13
915, 1985, 14, 3
916, 201, 70, 13
917, 1350, 97, 12
918, 1748, 43, 7
919, 933, 88, 7
920, 1746, 58, 7
921, 882, 12, 2
922, 210, 17, 4
923, 1651, 26, 4
924, 1967, 10, 14
925, 1265, 97, 10
926, 784, 41, 12
927, 1802, 76, 10
928, 1014, 59, 11
929, 830, 41, 5
930, 932, 66, 1
931, 1722, 17, 6
932, 1997, 84, 5
933, 1482, 15, 6
934, 870, 26, 2
935, 77, 7, 10
936, 297, 22, 2
937, 1682, 85, 13
938, 1845, 67, 4
939, 753, 54, 10
940, 1537, 18, 15
941, 1152, 51, 6
942, 1112, 31, 5
943, 1362, 70, 5
944, 1800, 53, 13
945, 1332, 59, 14
946, 481, 14, 1
947, 596, 13, 12
948, 1366, 8, 11
949, 1982, 28, 13
950, 1889, 15, 13
951, 1805, 26, 14
952, 873, 35, 3
953, 424, 71, 8
954, 1458, 1, 14
955, 1677, 11, 13
956, 1127, 2, 1
957, 1794, 8, 13
958, 1195, 30, 11
959, 1556, 50, 13
960, 750, 45, 13
961, 1743, 31, 14
962, 266, 40, 1
963, 1975, 74, 5
964, 269, 31, 12
965, 842, 3, 14
966, 61, 60, 2
967, 515, 68, 7
968, 1157, 45, 15
969, 560, 9, 12
970, 597, 32, 9
971, 1972, 68, 14
972, 1578, 50, 2
973, 1719, 51, 15
974, 1290, 76, 12
975, 500, 26, 2
976, 692, 38, 8
977, 78, 30, 14
978, 633, 61, 7
979, 1465, 52, 1
980, 1431, 75, 5
981, 1478, 89, 3
982, 863, 53, 2
983, 374, 69, 11
984, 196, 11, 9
985, 742, 42, 14
986, 987, 77, 13
987, 54, 86, 8
988, 1331, 1, 10
989, 1807, 67, 14
990, 656, 37, 13
991, 1166, 58, 1
992, 1102, 26, 4
993, 256, 39, 7
994, 810, 14, 14
995, 394, 36, 12
996, 698, 49, 15
997, 1131, 57, 6
998, 1252, 12, 10
999, 1154, 46, 13
1000, 1007, 64, 15
1001, 1548, 68, 12
1002, 957, 90, 10
1003, 1585, 24, 6
1004, 288, 31, 12
1005, 893, 69, 1
1006, 241, 35, 14
1007, 1883, 32, 15
1008, 991, 92, 6
1009, 122, 33, 8
1010, 1862, 40, 10
1011, 1878, 27, 2
1012, 642, 43, 7
1013, 75, 97, 15
1014, 1566, 48, 15
1015, 732, 9, 4
1016, 1995, 79, 11
1017, 1133, 15, 7
1018, 723, 91, 4
1019, 629, 38, 8
1020, 487, 81, 8
1021, 795, 9, 3
1022, 1511, 90, 7
1023, 1256, 66, 5
1024, 1179, 76, 11
1025, 1006, 50, 9
1026, 461, 52, 14
1027, 372, 100, 4
1028, 580, 59, 10
1029, 1611, 73, 14
1030, 1180, 68, 15
1031, 273, 89, 8
1032, 1994, 36, 5
1033, 1760, 96, 2
1034, 830, 77, 6
1035, 1892, 97, 4
1036, 1299, 10, 8
1037, 1191, 56, 3
1038, 1500, 50, 11
1039, 1335, 37, 2
1040, 1868, 12, 10
1041, 1967, 29, 8
1042, 1826, 35, 9
1043, 1018, 26, 7
1044, 964, 69, 4
1045, 91, 3, 7
1046, 1406, 91, 15
1047, 1009, 54, 4
1048, 1409, 73, 9
1049, 1791, 31, 5
1050, 1344, 74, 8
1051, 1317, 73, 2
1052, 1527, 89, 6
1053, 1219, 100, 6
1054, 1353, 79, 13
1055, 1459, 52, 1
1056, 116, 15, 6
1057, 1169, 41, 1
1058, 730, 62, 14
1059, 152, 49, 11
1060, 785, 29, 4
1061, 1925, 37, 12
1062, 990, 49, 15
1063, 931, 83, 3
1064, 1144, 90, 1
1065, 447, 37, 12
1066, 1999, 54, 3
1067, 1892, 8, 10
1068, 1186, 10, 7
1069, 1996, 55, 4
1070, 1320, 100, 14
1071, 211, 27, 5
1072, 846, 44, 15
1073, 1375, 50, 2
1074, 1880, 38, 7
1075, 1873, 33, 1
1076, 1525, 37, 15
1077, 1218, 31, 1
1078, 1598, 42, 6
1079, 1633, 93, 1
1080, 1520, 88, 2
1081, 89, 83, 1
1082, 1622, 28, 9
1083, 1166, 6, 10
1084, 645, 7, 9
1085, 1985, 59, 6
1086, 1192, 22, 5
1087, 462, 43, 10
1088, 1992, 37, 2
1089, 1910, 95, 12
1090, 1239, 16, 5
1091, 982, 18, 5
1092, 1207, 22, 8
1093, 1698, 7, 10
1094, 447, 16, 2
1095, 1636, 97, 7
1096, 599, 10, 6
1097, 1751, 13, 8
1098, 1197, 17, 15
1099, 1319, 100, 1
1100, 1692, 5, 6
1101, 1508, 95, 5
1102, 1779, 80, 4
1103, 13, 68, 5
1104, 325, 60, 2
1105, 681, 89, 13
1106, 1364, 14, 9
1107, 1198, 14, 5
1108, 1429, 60, 2
1109, 1535, 32, 9
1110, 1486, 2, 4
1111, 1282, 22, 5
1112, 204, 48, 1
1113, 1294, 62, 15
1114, 1684, 90, 7
1115, 1053, 50, 8
1116, 1206, 18, 14
1117, 1979, 99, 9
1118, 1909, 67, 15
1119, 1943, 19, 11
1120, 848, 85, 15
1121, 580, 65, 14
1122, 860, 89, 14
1123, 352, 12, 6
1124, 977, 8, 1
1125, 1510, 53, 5
1126, 392, 28, 10
1127, 1694, 17, 2
1128, 1998, 94, 9
1129, 1565, 54, 5
1130, 899, 85, 12
1131, 560, 42, 7
1132, 1239, 49, 1
1133, 600, 65, 10
1134, 222, 97, 15
1135, 1568, 22, 2
1136, 558, 98, 12
1137, 100, 13, 14
1138, 654, 96, 8
1139, 1181, 91, 13
1140, 1178, 69, 9
1141, 488, 38, 2
1142, 1450, 66, 2
1143, 953, 30, 11
1144, 998, 12, 13
1145, 913, 68, 11
1146, 1962, 62, 3
1147, 1004, 69, 13
1148, 1631, 10, 7
1149, 1147, 71, 1
1150, 1531, 44, 10
1151, 1752, 62, 9
1152, 290, 2, 15
1153, 1330, 68, 15
1154, 169, 53, 9
1155, 1032, 58, 10
1156, 842, 85, 15
1157, 243, 43, 6
1158, 1698, 88, 1
1159, 794, 65, 8
1160, 957, 34, 9
1161, 441, 49, 2
1162, 1236, 12, 12
1163, 343, 76, 8
1164, 1543, 69, 7
1165, 107, 1, 3
1166, 1842, 20, 9
1167, 424, 75, 1
1168, 563, 32, 13
1169, 734, 61, 14
1170, 930, 4, 13
1171, 349, 9, 6
1172, 1113, 70, 3
1173, 661, 26, 6
1174, 664, 86, 13
1175, 1176, 41, 15
1176, 490, 95, 8
1177, 1036, 84, 13
1178, 981, 53, 4
1179, 378, 59, 5
1180, 974, 37, 10
1181, 481, 67, 13
1182, 1046, 94, 1
1183, 1015, 5, 6
1184, 1144, 16, 4
1185, 1745, 7, 5
1186, 1565, 52, 15
1187, 945, 13, 8
1188, 560, 41, 15
1189, 447, 22, 12
1190, 1226, 80, 12
1191, 1912, 10, 7
1192, 637, 82, 13
1193, 1184, 67, 3
1194, 232, 69, 15
1195, 785, 95, 10
1196, 744, 77, 11
1197, 1089, 45, 12
